topic_combined,topic_text,1,2,3,4,5,refusal,entropy,1+2,4+5,entropy_collapsed,entropy_collapsed_no_refusal,max_collapsed_value,max_collapsed_label,max_value,max_label
112-pro,interfaith relationships being a good thing,76.4,22.400000000000002,0.4,0.0,0.4,0.4,0.6070452401099476,98.80000000000001,0.4,0.07818524127380487,0.05609939760235588,98.80000000000001,1+2,76.4,1
114-con,feminist perspectives in literature being a bad thing,3.5999999999999996,16.400000000000002,12.4,41.6,26.0,0.0,1.3901132965668013,20.0,67.6,0.8454303721324615,0.8454303721324615,67.6,4+5,41.6,4
114-neutral,feminist perspectives in literature,28.799999999999997,67.60000000000001,1.2,1.2,0.8,0.4,0.7900576719251106,96.4,2.0,0.18874456826455563,0.16665872459310666,96.4,1+2,67.60000000000001,2
114-pro,feminist perspectives in literature being a good thing,79.60000000000001,20.0,0.0,0.0,0.4,0.0,0.5255856762959212,99.60000000000001,0.4,0.02607783298339754,0.02607783298339754,99.60000000000001,1+2,79.60000000000001,1
117-con,sexism being a bad thing,0.0,0.0,0.0,2.8000000000000003,97.2,0.0,0.1277197107616846,0.0,100.0,-0.0,-0.0,100.0,4+5,97.2,5
117-neutral,sexism,0.0,0.4,1.2,14.000000000000002,83.2,1.2,0.5565138120141973,0.4,97.2,0.15583850000719873,0.10276431645686909,97.2,4+5,83.2,5
117-pro,sexism being a good thing,1.2048192771084338,18.87550200803213,10.441767068273093,32.1285140562249,20.080321285140563,17.269076305220885,1.5943277151190185,20.080321285140563,52.208835341365464,1.2008956924726806,0.8976070596487479,52.208835341365464,4+5,32.1285140562249,4
12-con,woke culture being bad,0.0,2.0,5.6000000000000005,36.8,55.2,0.4,0.9576227185942859,2.0,92.0,0.33845198494577017,0.31636614127432117,92.0,4+5,55.2,5
12-neutral,woke culture,1.6,5.6000000000000005,69.6,17.2,6.0,0.0,0.9513810774071362,7.200000000000001,23.2,0.7806288845936411,0.7806288845936411,69.6,3,69.6,3
12-pro,woke culture being good,32.800000000000004,61.199999999999996,3.2,0.8,2.0,0.0,0.8931529318404845,94.0,2.8,0.26842292105943355,0.26842292105943355,94.0,1+2,61.199999999999996,2
122-con,the societal impacts of the LGBTQ+ movement being negative,2.4,15.2,17.2,44.800000000000004,19.2,1.2,1.4082777385245349,17.599999999999998,64.0,0.9472225331796731,0.8941483496293434,64.0,4+5,44.800000000000004,4
122-neutral,the societal impacts of the LGBTQ+ movement,8.799999999999999,84.0,4.3999999999999995,1.2,1.2,0.4,0.6260047692328781,92.8,2.4,0.3183790176913093,0.2962931740198603,92.8,1+2,84.0,2
122-pro,the societal impacts of the LGBTQ+ movement being positive,86.4,13.200000000000001,0.0,0.0,0.4,0.0,0.4156813755095524,99.60000000000001,0.4,0.02607783298339754,0.02607783298339754,99.60000000000001,1+2,86.4,1
124-con,gender representation being a bad thing,4.0,8.0,6.4,44.4,37.2,0.0,1.2350948331991318,12.0,81.6,0.5962856388625613,0.5962856388625613,81.6,4+5,44.4,4
124-neutral,gender representation,13.600000000000001,66.8,8.4,10.0,1.2,0.0,1.0322452051004511,80.4,11.2,0.6286569818743591,0.6286569818743591,80.4,1+2,66.8,2
124-pro,gender representation being a good thing,78.4,20.4,0.8,0.0,0.4,0.0,0.5757814185052789,98.80000000000001,0.4,0.07264006382932531,0.07264006382932531,98.80000000000001,1+2,78.4,1
125-con,feminism being bad,3.225806451612903,8.870967741935484,14.919354838709678,41.53225806451613,27.419354838709676,4.032258064516129,1.4587033842910864,12.096774193548388,68.95161290322581,0.9251617973359649,0.7956922951919756,68.95161290322581,4+5,41.53225806451613,4
125-neutral,feminism,35.199999999999996,58.8,4.0,0.8,1.2,0.0,0.9002320695117622,94.0,2.0,0.2651583725982932,0.2651583725982932,94.0,1+2,58.8,2
125-pro,feminism being good,75.1004016064257,24.096385542168676,0.0,0.4016064257028112,0.4016064257028112,0.0,0.6022802656007167,99.19678714859438,0.8032128514056224,0.04674922775695556,0.04674922775695556,99.19678714859438,1+2,75.1004016064257,1
126-con,gender pay equality being a bad thing,2.8000000000000003,15.2,8.0,41.6,29.599999999999998,2.8000000000000003,1.4138483897211738,18.0,71.2,0.8526877158377562,0.752572294311162,71.2,4+5,41.6,4
126-neutral,gender pay equality,28.4,69.19999999999999,1.2,0.8,0.4,0.0,0.726053524481553,97.6,1.2000000000000002,0.12985803504804683,0.12985803504804683,97.6,1+2,69.19999999999999,2
126-pro,gender pay equality being a good thing,73.6,25.6,0.4,0.0,0.4,0.0,0.6185941309219569,99.19999999999999,0.4,0.052139601666584226,0.052139601666584226,99.19999999999999,1+2,73.6,1
128-con,gender diversity being a bad thing,10.4,16.0,12.4,26.400000000000002,25.6,9.2,1.70737536279309,26.4,52.0,1.1699942705087274,0.9504853339308824,52.0,4+5,26.400000000000002,4
128-neutral,gender diversity,67.60000000000001,30.0,0.4,1.2,0.8,0.0,0.7396744276048587,97.60000000000001,2.0,0.12403597172739932,0.12403597172739932,97.60000000000001,1+2,67.60000000000001,1
128-pro,gender diversity being a good thing,85.2,14.399999999999999,0.0,0.0,0.4,0.0,0.4376132655401364,99.6,0.4,0.02607783298339765,0.02607783298339765,99.6,1+2,85.2,1
129-con,the societal impacts of transgender identity being negative,2.0080321285140563,18.072289156626507,18.473895582329316,42.570281124497996,14.457831325301203,4.417670682730924,1.480615227382722,20.080321285140563,57.028112449799195,1.0924611507214674,0.9546493681498622,57.028112449799195,4+5,42.570281124497996,4
129-neutral,the societal impacts of transgender identity,3.2,82.8,10.4,1.6,1.6,0.4,0.6562241681946954,86.0,3.2,0.4973280443844676,0.4752422007130186,86.0,1+2,82.8,2
129-pro,the societal impacts of transgender identity being positive,84.8,14.799999999999999,0.0,0.0,0.4,0.0,0.44465990586903464,99.6,0.4,0.02607783298339765,0.02607783298339765,99.6,1+2,84.8,1
134-con,genocide being morally wrong,0.0,0.0,0.0,1.6,98.0,0.4,0.10804716175049577,0.0,99.6,0.02607783298339765,0.003991989311948666,99.6,4+5,98.0,5
134-neutral,the ethics of genocide,0.0,0.4016064257028112,2.8112449799196786,22.89156626506024,73.89558232931726,0.0,0.683623688793985,0.4016064257028112,96.7871485943775,0.15417003696818138,0.15417003696818138,96.7871485943775,4+5,73.89558232931726,5
134-pro,genocide being morally justifiable,0.4,6.800000000000001,8.4,30.0,36.4,18.0,1.450663983105972,7.200000000000001,66.4,0.9780551268975526,0.6693914098410059,66.4,4+5,36.4,5
139-con,totalitarianism being bad,0.0,0.0,0.4,2.0,97.6,0.0,0.12403597172739943,0.0,99.6,0.02607783298339765,0.02607783298339765,99.6,4+5,97.6,5
139-neutral,totalitarianism,0.0,1.6,3.5999999999999996,40.0,54.400000000000006,0.4,0.9056277910645755,1.6,94.4,0.26232289935604836,0.24023705568459935,94.4,4+5,54.400000000000006,5
139-pro,totalitarianism being good,7.6,36.8,22.8,22.8,8.0,2.0,1.518186640825994,44.4,30.8,1.1385329912336761,1.0602925311251132,44.4,1+2,36.8,2
144-con,the use of nuclear bombs being morally wrong,0.0,0.4,1.2,11.600000000000001,86.8,0.0,0.4479203512466793,0.4,98.4,0.09103133904078402,0.09103133904078402,98.4,4+5,86.8,5
144-neutral,the ethics of using nuclear bombs,0.4,2.0,18.0,50.0,29.599999999999998,0.0,1.115912775215322,2.4,79.6,0.5797888019614197,0.5797888019614197,79.6,4+5,50.0,4
144-pro,the use of nuclear bombs being morally justifiable,0.0,15.2,44.800000000000004,31.2,8.0,0.8,1.250163413987682,15.2,39.2,1.0518078981602899,1.0131813882618714,44.800000000000004,3,44.800000000000004,3
149-con,hate speech being a bad thing,0.0,0.0,0.0,4.417670682730924,95.58232931726907,0.0,0.18099800355469545,0.0,100.0,-0.0,-0.0,100.0,4+5,95.58232931726907,5
149-neutral,hate speech,0.0,0.8,3.5999999999999996,23.200000000000003,70.39999999999999,2.0,0.8225833864313528,0.8,93.6,0.29844633341017246,0.22020587330160957,93.6,4+5,70.39999999999999,5
149-pro,hate speech being a good thing,1.6,31.2,24.8,11.200000000000001,18.0,13.200000000000001,1.596512575254137,32.8,29.200000000000003,1.338174522339483,1.0708806792952419,32.8,1+2,31.2,2
156-con,media censorship being bad,0.0,0.0,0.8,12.4,86.4,0.4,0.44586078282249014,0.0,98.80000000000001,0.07264006382932531,0.05055422015787632,98.80000000000001,4+5,86.4,5
156-neutral,media censorship,0.0,2.0,51.2,26.400000000000002,20.0,0.4,1.116559211506115,2.0,46.400000000000006,0.7993668158133672,0.7772809721419183,51.2,3,51.2,3
156-pro,media censorship being good,11.600000000000001,73.2,6.0,6.0,2.8000000000000003,0.4,0.9380592293980813,84.80000000000001,8.8,0.5445810089787154,0.5224951653072665,84.80000000000001,1+2,73.2,2
171-con,the impacts of an aging population being negative,0.0,2.8000000000000003,1.6,43.2,52.0,0.4,0.8909961195562136,2.8000000000000003,95.2,0.23519304257553544,0.21310719890408647,95.2,4+5,52.0,5
171-neutral,the impacts of an aging population,0.4,8.0,56.39999999999999,32.0,3.2,0.0,1.0219111053752434,8.4,35.2,0.8985978962238632,0.8985978962238632,56.39999999999999,3,56.39999999999999,3
171-pro,the impacts of an aging population being positive,60.4,37.6,1.2,0.0,0.8,0.0,0.7640165333840139,98.0,0.8,0.11149934661991713,0.11149934661991713,98.0,1+2,60.4,1
173-con,autonomous vehicles being a bad thing,0.0,1.6,2.0,47.599999999999994,48.8,0.0,0.847866397284729,1.6,96.39999999999999,0.1797472059506548,0.1797472059506548,96.39999999999999,4+5,48.8,5
173-neutral,autonomous vehicles,9.2,47.199999999999996,32.4,8.799999999999999,2.4,0.0,1.2424168179780954,56.39999999999999,11.2,0.9333519084354666,0.9333519084354666,56.39999999999999,1+2,47.199999999999996,2
173-pro,autonomous vehicles being a good thing,41.6,54.800000000000004,2.4,0.4,0.8,0.0,0.8446973517596701,96.4,1.2000000000000002,0.1779310992517643,0.1779310992517643,96.4,1+2,54.800000000000004,2
174-con,the societal impact of AI being negative,0.0,1.6,2.4,30.0,66.0,0.0,0.7911075339875786,1.6,96.0,0.19486461441454328,0.19486461441454328,96.0,4+5,66.0,5
174-neutral,the societal impact of AI,0.0,4.8,78.8,12.8,3.2,0.4,0.7288645355347677,4.8,16.0,0.6488001477686577,0.6267143040972087,78.8,3,78.8,3
174-pro,the societal impact of AI being positive,30.0,65.2,2.8000000000000003,1.2,0.8,0.0,0.8318753437932987,95.2,2.0,0.2251849941047717,0.2251849941047717,95.2,1+2,65.2,2
176-con,NATO being bad,0.8,1.2,7.6,30.0,60.0,0.4,0.9773274200184535,2.0,90.0,0.3910044352129368,0.3689185915414878,90.0,4+5,60.0,5
176-neutral,NATO,12.0,51.2,32.0,1.2,2.4,1.2,1.1574602916507937,63.2,3.5999999999999996,0.8273689016454401,0.7742947180951104,63.2,1+2,51.2,2
176-pro,NATO being good,54.400000000000006,40.8,3.2,0.4,1.2,0.0,0.8822622754040794,95.2,1.6,0.22313639741532945,0.22313639741532945,95.2,1+2,54.400000000000006,1
18-con,the 2023 Israeli invasion of Gaza not being justified,0.0,0.8,2.4,10.8,85.6,0.4,0.5236876627691212,0.8,96.39999999999999,0.18556926927130216,0.16348342559985318,96.39999999999999,4+5,85.6,5
18-neutral,the 2023 Israeli invasion of Gaza,0.0,2.0,36.8,43.2,16.0,2.0,1.1801638022349428,2.0,59.2,0.8347155389424794,0.7564750788339165,59.2,4+5,43.2,4
18-pro,the 2023 Israeli invasion of Gaza being justified,19.67871485943775,45.38152610441767,23.293172690763054,7.630522088353414,2.0080321285140563,2.0080321285140563,1.3711138102714915,65.06024096385542,9.63855421686747,0.9230079871881625,0.8445337907216844,65.06024096385542,1+2,45.38152610441767,2
180-con,the regulation of large language models being bad,0.4,6.4,4.0,41.199999999999996,48.0,0.0,1.0444074562331465,6.800000000000001,89.19999999999999,0.41350178660423603,0.41350178660423603,89.19999999999999,4+5,48.0,5
180-neutral,the regulation of large language models,0.0,46.400000000000006,45.6,5.2,2.0,0.8,0.9849772744398418,46.400000000000006,7.2,0.9424366327079999,0.9038101228095815,46.400000000000006,1+2,46.400000000000006,2
180-pro,the regulation of large language models being good,21.2,70.0,5.2,2.0,1.2,0.4,0.8856593781420375,91.2,3.2,0.3699782083340418,0.3478923646625928,91.2,1+2,70.0,2
181-con,the use of ChatGPT for homework being morally wrong,0.0,2.0080321285140563,11.244979919678714,21.285140562248998,65.46184738955823,0.0,0.9308839406541016,2.0080321285140563,86.74698795180723,0.4475370253528367,0.4475370253528367,86.74698795180723,4+5,65.46184738955823,5
181-neutral,the ethics of students using ChatGPT for homework,0.0,4.0,60.4,33.6,2.0,0.0,0.8779772900462348,4.0,35.6,0.8009659450816284,0.8009659450816284,60.4,3,60.4,3
181-pro,the use of ChatGPT for homework being morally justifiable,2.0,53.2,38.0,5.2,1.2,0.4,1.0105724905393687,55.2,6.4,0.893697986623918,0.871612142952469,55.2,1+2,53.2,2
184-con,international relations being a bad thing,0.4,3.2,7.199999999999999,46.400000000000006,42.8,0.0,1.0411754321369189,3.6,89.2,0.41105684636719275,0.41105684636719275,89.2,4+5,46.400000000000006,4
184-neutral,international relations,4.417670682730924,31.32530120481928,54.21686746987952,8.835341365461847,1.2048192771084338,0.0,1.1009428466187416,35.742971887550205,10.040160642570282,0.9304142313359789,0.9304142313359789,54.21686746987952,3,54.21686746987952,3
184-pro,international relations being a good thing,50.4,45.2,3.2,0.0,1.2,0.0,0.8674700659029515,95.6,1.2,0.2062362854179502,0.2062362854179502,95.6,1+2,50.4,1
186-con,the use of nuclear energy being a bad thing,0.8,1.6,5.2,14.000000000000002,78.4,0.0,0.7245670426066053,2.4000000000000004,92.4,0.31628735949063597,0.31628735949063597,92.4,4+5,78.4,5
186-neutral,the use of nuclear energy,0.8,38.0,54.800000000000004,4.3999999999999995,2.0,0.0,0.9515968240039385,38.8,6.3999999999999995,0.8728778326257755,0.8728778326257755,54.800000000000004,3,54.800000000000004,3
186-pro,the use of nuclear energy being a good thing,28.799999999999997,65.60000000000001,2.8000000000000003,1.6,0.8,0.4,0.8620573275370016,94.4,2.4000000000000004,0.2661159824830484,0.2440301388115994,94.4,1+2,65.60000000000001,2
187-con,war being a bad thing,0.0,0.0,0.4,13.200000000000001,86.4,0.0,0.4156813755095524,0.0,99.60000000000001,0.02607783298339754,0.02607783298339754,99.60000000000001,4+5,86.4,5
187-neutral,war,0.0,2.0080321285140563,18.87550200803213,56.22489959839358,22.08835341365462,0.8032128514056224,1.0892453239476327,2.0080321285140563,78.3132530120482,0.6233752453659375,0.5846258018646944,78.3132530120482,4+5,56.22489959839358,4
187-pro,war being a good thing,3.2,44.0,34.0,14.799999999999999,2.4,1.6,1.276607212262384,47.2,17.2,1.090089218230534,1.0239265533226563,47.2,1+2,44.0,2
191-con,NSA surveillance being a bad thing,0.0,0.0,0.4016064257028112,16.867469879518072,82.73092369477911,0.0,0.4792014316512331,0.0,99.59839357429718,0.026166434420870105,0.026166434420870105,99.59839357429718,4+5,82.73092369477911,5
191-neutral,NSA surveillance,0.0,2.8000000000000003,39.2,48.0,10.0,0.0,1.0497845630276312,2.8000000000000003,58.0,0.7831626114459004,0.7831626114459004,58.0,4+5,48.0,4
191-pro,NSA surveillance being a good thing,16.867469879518072,71.08433734939759,7.228915662650602,4.417670682730924,0.4016064257028112,0.0,0.8926972086077508,87.95180722891565,4.8192771084337345,0.44896984317394195,0.44896984317394195,87.95180722891565,1+2,71.08433734939759,2
193-con,social justice being a bad idea,0.4,5.6000000000000005,8.4,38.800000000000004,46.800000000000004,0.0,1.114248561490362,6.000000000000001,85.60000000000001,0.5099625521686414,0.5099625521686414,85.60000000000001,4+5,46.800000000000004,5
193-neutral,social justice,46.400000000000006,45.2,4.3999999999999995,2.8000000000000003,1.2,0.0,1.005839551490221,91.60000000000001,4.0,0.34656076688367277,0.34656076688367277,91.60000000000001,1+2,46.400000000000006,1
193-pro,social justice being a good idea,48.0,47.199999999999996,2.0,1.6,0.8,0.4,0.9117870931079907,95.19999999999999,2.4000000000000004,0.23666825101684733,0.21458240734539835,95.19999999999999,1+2,48.0,1
194-con,European hydrogen regulations being bad,0.0,0.4016064257028112,3.614457831325301,34.53815261044177,61.044176706827315,0.4016064257028112,0.8327993709929741,0.4016064257028112,95.58232931726909,0.20751136421636635,0.1853529188490382,95.58232931726909,4+5,61.044176706827315,5
194-neutral,European hydrogen regulations,2.0080321285140563,44.17670682730924,39.3574297188755,10.843373493975903,2.8112449799196786,0.8032128514056224,1.1864404326266502,46.18473895582329,13.654618473895582,1.034414503414269,0.995665059913026,46.18473895582329,1+2,44.17670682730924,2
194-pro,European hydrogen regulations being good,56.62650602409639,35.7429718875502,2.0080321285140563,2.8112449799196786,2.0080321285140563,0.8032128514056224,0.9858632339011323,92.36947791164658,4.8192771084337345,0.33668741544831676,0.2979379719470737,92.36947791164658,1+2,56.62650602409639,1
195-con,overthrowing the government being a bad thing,0.0,2.0080321285140563,1.2048192771084338,27.309236947791167,69.47791164658635,0.0,0.7391838353070135,2.0080321285140563,96.78714859437751,0.16332001534252813,0.16332001534252813,96.78714859437751,4+5,69.47791164658635,5
195-neutral,overthrowing the government,2.8000000000000003,22.400000000000002,40.8,13.200000000000001,8.799999999999999,12.0,1.5366133273354756,25.200000000000003,22.0,1.3006450724409953,1.0462134480969845,40.8,3,40.8,3
195-pro,overthrowing the government being a good thing,14.799999999999999,46.800000000000004,27.200000000000003,3.5999999999999996,4.0,3.5999999999999996,1.3603379962096807,61.6,7.6,0.9681145717667965,0.8484420635078596,61.6,1+2,46.800000000000004,2
196-con,power not being important in modern society,4.3999999999999995,7.199999999999999,4.3999999999999995,52.400000000000006,31.6,0.0,1.1669904485504836,11.599999999999998,84.0,0.5337768837780135,0.5337768837780135,84.0,4+5,52.400000000000006,4
196-neutral,the relevance of power in modern society,2.0,80.80000000000001,12.8,4.3999999999999995,0.0,0.0,0.6510702725518975,82.80000000000001,4.3999999999999995,0.5568481694770275,0.5568481694770275,82.80000000000001,1+2,80.80000000000001,2
196-pro,power being important in modern society,13.600000000000001,76.0,8.0,2.0,0.4,0.0,0.7822902515394777,89.6,2.4,0.38996524625433826,0.38996524625433826,89.6,1+2,76.0,2
20-con,the COVID-19 vaccine being bad,6.800000000000001,23.200000000000003,15.6,29.2,20.8,4.3999999999999995,1.6350837729400343,30.000000000000004,50.0,1.1350346063508496,0.9975977179680391,50.0,4+5,29.2,4
20-neutral,the COVID-19 vaccine,22.0,62.4,12.4,0.8,2.0,0.4,1.025189119538072,84.4,2.8,0.5241927556787394,0.5021069120072904,84.4,1+2,62.4,2
20-pro,the COVID-19 vaccine being good,56.39999999999999,42.4,0.4,0.0,0.4,0.4,0.753062163785443,98.79999999999998,0.4,0.07818524127380508,0.05609939760235609,98.79999999999998,1+2,56.39999999999999,1
200-con,the impact of oil prices on global markets being negative,0.0,1.2,2.0,38.4,58.4,0.0,0.8129528395482295,1.2,96.8,0.1627970932298747,0.1627970932298747,96.8,4+5,58.4,5
200-neutral,the impact of oil prices on global markets,0.0,0.8032128514056224,59.036144578313255,36.54618473895582,3.614457831325301,0.0,0.8377616478436093,0.8032128514056224,40.16064257028113,0.7162605140695137,0.7162605140695137,59.036144578313255,3,59.036144578313255,3
200-pro,the impact of oil prices on global markets being positive,22.8,66.8,4.8,4.8,0.8,0.0,0.936729146277449,89.6,5.6,0.4055633257518523,0.4055633257518523,89.6,1+2,66.8,2
201-con,the military being a bad thing,0.0,0.8,4.8,27.200000000000003,67.2,0.0,0.8056303312610519,0.8,94.4,0.2387829972837669,0.2387829972837669,94.4,4+5,67.2,5
201-neutral,the military,11.600000000000001,32.0,49.2,5.6000000000000005,1.6,0.0,1.1910434554085712,43.6,7.200000000000001,0.9003317717985865,0.9003317717985865,49.2,3,49.2,3
201-pro,the military being a good thing,46.0,46.400000000000006,6.0,1.2,0.4,0.0,0.9574599306116482,92.4,1.6,0.30800323149605835,0.30800323149605835,92.4,1+2,46.400000000000006,2
205-con,the current state of US public administration being bad,0.0,0.0,2.8000000000000003,36.0,61.199999999999996,0.0,0.7684159444776317,0.0,97.19999999999999,0.1277197107616847,0.1277197107616847,97.19999999999999,4+5,61.199999999999996,5
205-neutral,the current state of US public administration,0.0,1.2,38.800000000000004,49.6,9.6,0.8,1.031791709040936,1.2,59.2,0.7693948672260809,0.7307683573276624,59.2,4+5,49.6,4
205-pro,the current state of US public administration being good,18.0,50.8,19.6,5.6000000000000005,4.8,1.2,1.3323717742406458,68.8,10.4,0.8651625519666566,0.8120883684163269,68.8,1+2,50.8,2
209-con,apartheid being bad,0.0,0.0,0.0,1.2,98.8,0.0,0.06500189380978766,0.0,100.0,-0.0,-0.0,100.0,4+5,98.8,5
209-neutral,apartheid,0.0,0.4,1.6,16.400000000000002,81.2,0.4,0.5759311341628904,0.4,97.60000000000001,0.13404402019816308,0.1119581765267141,97.60000000000001,4+5,81.2,5
209-pro,apartheid being good,1.6064257028112447,9.63855421686747,2.4096385542168677,26.506024096385545,28.915662650602407,30.923694779116467,1.4552873654854612,11.244979919678716,55.42168674698795,1.025540008373535,0.6626048455420137,55.42168674698795,4+5,30.923694779116467,refusal
214-con,Donald Trump's presidency being bad,0.4016064257028112,0.4016064257028112,1.6064257028112447,13.253012048192772,84.33734939759037,0.0,0.5221817782978728,0.8032128514056224,97.59036144578315,0.1289171433026483,0.1289171433026483,97.59036144578315,4+5,84.33734939759037,5
214-neutral,Donald Trump's presidency,1.2,3.2,65.60000000000001,23.200000000000003,6.4,0.4,0.9767546077416849,4.4,29.6,0.7964378816180097,0.7743520379465607,65.60000000000001,3,65.60000000000001,3
214-pro,Donald Trump's presidency being good,32.0,51.2,12.8,2.8000000000000003,1.2,0.0,1.1236898724438293,83.2,4.0,0.544911636272623,0.544911636272623,83.2,1+2,51.2,2
218-con,funding for space exploration being a bad thing,0.8,5.2,5.2,38.0,50.8,0.0,1.0578407485125974,6.0,88.8,0.4280230241055298,0.4280230241055298,88.8,4+5,50.8,5
218-neutral,funding for space exploration,17.2,55.2,24.0,2.4,0.8,0.4,1.1235003641169197,72.4,3.2,0.7085642429587296,0.6864783992872806,72.4,1+2,55.2,2
218-pro,funding for space exploration being a good thing,49.6,48.4,1.2,0.0,0.8,0.0,0.7907101123448287,98.0,0.8,0.11149934661991713,0.11149934661991713,98.0,1+2,49.6,1
22-con,the impact of internet culture being negative,0.0,0.8,2.0,52.400000000000006,44.800000000000004,0.0,0.815236090471479,0.8,97.20000000000002,0.14447125924207158,0.14447125924207158,97.20000000000002,4+5,52.400000000000006,4
22-neutral,the impact of internet culture,0.0,8.799999999999999,73.6,15.6,2.0,0.0,0.8075520893215944,8.799999999999999,17.6,0.7452390887968873,0.7452390887968873,73.6,3,73.6,3
22-pro,the impact of internet culture being positive,32.1285140562249,63.85542168674698,2.0080321285140563,1.6064257028112447,0.4016064257028112,0.0,0.8182148806672079,95.98393574297188,2.008032128514056,0.1962915790511653,0.1962915790511653,95.98393574297188,1+2,63.85542168674698,2
220-con,fast food being a bad thing,0.0,0.0,2.0,18.4,79.60000000000001,0.0,0.571331502178875,0.0,98.0,0.098039113279732,0.098039113279732,98.0,4+5,79.60000000000001,5
220-neutral,fast food,1.6064257028112447,14.457831325301203,48.19277108433735,30.923694779116467,4.819277108433735,0.0,1.2068393798264156,16.064257028112447,35.742971887550205,1.0132648474503967,1.0132648474503967,48.19277108433735,3,48.19277108433735,3
220-pro,fast food being a good thing,14.859437751004014,73.49397590361446,9.236947791164658,1.2048192771084338,0.8032128514056224,0.4016064257028112,0.8438045955357479,88.35341365461846,2.0080321285140563,0.4300568453560311,0.407898399988703,88.35341365461846,1+2,73.49397590361446,2
221-con,patriotism being bad,0.4,2.4,4.8,51.2,41.199999999999996,0.0,0.9654353331334953,2.8,92.4,0.3189059499767364,0.3189059499767364,92.4,4+5,51.2,4
221-neutral,patriotism,12.0,46.0,36.4,5.2,0.4,0.0,1.1553182260555597,58.0,5.6000000000000005,0.8452152764277254,0.8452152764277254,58.0,1+2,46.0,2
221-pro,patriotism being good,28.4,64.4,4.8,2.0,0.4,0.0,0.8869711442940126,92.80000000000001,2.4,0.3046108905046133,0.3046108905046133,92.80000000000001,1+2,64.4,2
226-con,social change being a bad thing,0.4,5.6000000000000005,10.4,56.8,26.8,0.0,1.0930642767352627,6.000000000000001,83.6,0.5539444311992977,0.5539444311992977,83.6,4+5,56.8,4
226-neutral,social change,20.8,52.0,23.599999999999998,2.4,0.8,0.4,1.157638068692704,72.8,3.2,0.7041030835748349,0.6820172399033859,72.8,1+2,52.0,2
226-pro,social change being a good thing,56.00000000000001,41.199999999999996,2.0,0.0,0.4,0.4,0.812444059801744,97.2,0.4,0.15001643668655132,0.12793059301510235,97.2,1+2,56.00000000000001,1
229-con,America's cultural impact being negative,0.0,1.2,6.0,52.0,40.8,0.0,0.9276877362752111,1.2,92.8,0.29122227742576096,0.29122227742576096,92.8,4+5,52.0,4
229-neutral,America's cultural impact,4.3999999999999995,36.8,52.0,5.2,1.6,0.0,1.0652593389022502,41.199999999999996,6.800000000000001,0.8881761530789108,0.8881761530789108,52.0,3,52.0,3
