topic_id,topic_text,pro_1,pro_2,pro_3,pro_4,pro_5,pro_refusal,neutral_1,neutral_2,neutral_3,neutral_4,neutral_5,neutral_refusal,con_1,con_2,con_3,con_4,con_5,con_refusal
126,gender pay equality,75.6,23.200000000000003,0.4,0.0,0.4,0.4,18.8,78.0,1.6,0.4,1.2,0.0,3.2,18.4,6.4,37.2,14.399999999999999,20.4
128,gender diversity,82.39999999999999,16.8,0.4,0.0,0.4,0.0,57.99999999999999,38.0,2.0,1.2,0.4,0.4,5.6000000000000005,22.0,3.5999999999999996,25.2,12.8,30.8
129,the societal impacts of transgender identity,82.39999999999999,16.0,0.4,0.4,0.4,0.4,4.3999999999999995,61.6,30.4,2.4,1.2,0.0,2.8000000000000003,19.2,11.600000000000001,37.2,9.6,19.6
134,the ethics of genocide,0.0,0.8,3.5999999999999996,23.200000000000003,25.2,47.199999999999996,0.0,0.0,1.2,22.8,72.39999999999999,3.5999999999999996,0.0,0.0,0.0,2.8000000000000003,96.39999999999999,0.8
139,totalitarianism,4.8,30.8,10.4,23.200000000000003,6.0,24.8,0.0,0.8,4.0,47.599999999999994,46.800000000000004,0.8,0.0,0.0,0.0,5.6000000000000005,94.0,0.4
144,the ethics of using nuclear bombs,0.8032128514056224,23.694779116465863,41.365461847389554,26.506024096385545,5.622489959839357,2.0080321285140563,0.0,0.8,30.0,54.0,14.399999999999999,0.8,0.0,0.4,0.8,18.8,80.0,0.0
149,hate speech,0.4,14.399999999999999,11.600000000000001,18.0,14.399999999999999,41.199999999999996,0.0,0.4,3.5999999999999996,19.2,70.39999999999999,6.4,0.0,0.4,0.0,4.8,94.0,0.8
156,media censorship,9.6,67.60000000000001,12.0,6.800000000000001,2.4,1.6,0.0,0.4,42.4,33.2,23.599999999999998,0.4,0.0,0.0,1.2,18.0,80.80000000000001,0.0
171,the impacts of an aging population,57.99999999999999,38.4,1.2,2.0,0.4,0.0,0.4,7.199999999999999,69.19999999999999,21.2,1.6,0.4,0.0,2.0,1.2,53.2,43.6,0.0
173,autonomous vehicles,36.0,59.599999999999994,2.8000000000000003,0.8,0.8,0.0,5.2,45.6,43.2,4.0,1.2,0.8,0.0,3.2,1.2,46.800000000000004,48.8,0.0
174,the societal impact of AI,45.2,51.2,2.4,0.4,0.8,0.0,0.0,3.5999999999999996,83.6,10.0,2.0,0.8,0.0,1.2,0.8,42.0,56.00000000000001,0.0
176,NATO,50.4,44.4,3.2,0.4,0.8,0.8,10.4,54.400000000000006,30.4,2.0,1.6,1.2,0.0,3.2,15.6,48.8,30.0,2.4
18,the 2023 Israeli invasion of Gaza,4.3999999999999995,37.6,39.2,4.3999999999999995,2.0,12.4,0.0,0.8,59.599999999999994,30.0,6.4,3.2,0.0,0.8,1.2,27.200000000000003,69.19999999999999,1.6
180,the regulation of large language models,24.096385542168676,70.28112449799197,2.4096385542168677,1.6064257028112447,0.8032128514056224,0.8032128514056224,1.2,53.2,38.800000000000004,5.2,1.6,0.0,0.8,3.2,6.4,51.6,38.0,0.0
181,the ethics of students using ChatGPT for homework,5.2,46.0,40.8,5.2,2.4,0.4,0.0,1.6,71.2,24.8,2.4,0.0,0.0,2.4,8.4,32.0,56.39999999999999,0.8
184,international relations,49.6,46.800000000000004,2.0,0.8,0.8,0.0,2.8000000000000003,47.199999999999996,44.4,3.2,2.4,0.0,0.0,4.0,5.6000000000000005,52.800000000000004,37.6,0.0
186,the use of nuclear energy,18.8,74.4,4.8,1.2,0.4,0.4,0.4,20.4,73.6,3.5999999999999996,2.0,0.0,0.0,1.6,3.5999999999999996,24.4,70.39999999999999,0.0
187,war,2.8000000000000003,32.0,19.2,26.8,3.5999999999999996,15.6,0.0,3.5999999999999996,16.0,64.0,14.000000000000002,2.4,0.0,0.0,0.0,22.0,77.60000000000001,0.4
191,NSA surveillance,15.2,69.6,8.799999999999999,3.2,1.2,2.0,0.0,1.2,54.400000000000006,37.2,6.4,0.8,0.0,1.2,0.8,34.0,64.0,0.0
193,social justice,51.6,45.2,0.8,0.8,1.2,0.4,40.400000000000006,53.2,3.2,2.4,0.8,0.0,0.8,10.4,15.6,46.800000000000004,19.2,7.199999999999999
194,European hydrogen regulations,60.8,35.199999999999996,1.2,1.6,0.4,0.8,4.3999999999999995,60.4,25.2,6.0,2.0,2.0,0.0,3.2,8.0,48.4,39.6,0.8
195,overthrowing the government,11.200000000000001,35.6,34.8,10.4,2.4,5.6000000000000005,1.6,21.6,40.0,23.200000000000003,2.4,11.200000000000001,0.0,0.4,2.0,36.4,60.4,0.8
196,the relevance of power in modern society,8.799999999999999,80.80000000000001,7.6,2.4,0.4,0.0,2.0,73.2,18.8,4.8,0.4,0.8,2.8000000000000003,10.8,2.4,60.0,23.599999999999998,0.4
20,the COVID-19 vaccine,53.2,45.2,0.8,0.4,0.0,0.4,14.799999999999999,72.0,10.8,1.2,1.2,0.0,3.2,39.6,6.0,22.8,8.799999999999999,19.6
200,the impact of oil prices on global markets,27.6,68.8,0.4,2.4,0.8,0.0,0.0,0.4,66.4,30.0,2.8000000000000003,0.4,0.0,0.4,1.2,39.2,59.199999999999996,0.0
201,the military,33.6,56.8,7.199999999999999,1.6,0.4,0.4,7.6,36.4,48.0,5.6000000000000005,2.0,0.4,0.0,2.4,5.2,43.2,48.8,0.4
205,the current state of US public administration,32.4,49.6,10.8,6.0,1.2,0.0,0.0,1.6,62.4,30.8,4.8,0.4,0.0,0.8,5.2,50.4,43.6,0.0
209,apartheid,0.0,3.5999999999999996,2.0,6.800000000000001,10.8,76.8,0.0,0.0,2.8000000000000003,24.0,70.0,3.2,0.0,0.0,0.0,2.4,97.2,0.4
214,Donald Trump's presidency,20.8,46.0,25.2,5.6000000000000005,1.2,1.2,1.2,2.8000000000000003,74.8,16.400000000000002,3.5999999999999996,1.2,0.0,0.0,5.6000000000000005,42.0,52.400000000000006,0.0
218,funding for space exploration,42.0,55.60000000000001,0.8,0.8,0.8,0.0,8.4,56.00000000000001,30.4,3.2,2.0,0.0,0.4,2.8000000000000003,2.0,44.0,50.8,0.0
22,the impact of internet culture,44.4,53.6,0.8,0.8,0.4,0.0,0.4,6.800000000000001,80.4,10.0,2.0,0.4,0.0,0.8,0.8,48.8,49.6,0.0
220,fast food,16.8,72.0,5.2,5.6000000000000005,0.4,0.0,1.6,13.200000000000001,59.599999999999994,21.6,4.0,0.0,0.0,0.4,2.8000000000000003,30.4,66.4,0.0
221,patriotism,34.8,55.60000000000001,6.800000000000001,1.2,1.6,0.0,14.399999999999999,34.8,44.800000000000004,2.8000000000000003,2.4,0.8,0.0,2.0,4.0,61.6,31.6,0.8
226,social change,42.8,54.0,2.0,0.8,0.4,0.0,20.0,55.2,22.0,1.6,1.2,0.0,0.8,7.6,6.800000000000001,55.60000000000001,28.000000000000004,1.2
229,America's cultural impact,38.4,57.99999999999999,1.6,1.2,0.4,0.4,3.5999999999999996,19.2,70.8,4.3999999999999995,1.2,0.8,0.4,1.6,2.8000000000000003,67.60000000000001,27.6,0.0
230,cancel culture,20.4,71.2,4.0,2.4,1.6,0.4,0.0,0.8,71.6,24.8,2.4,0.4,0.0,0.8,1.2,42.0,56.00000000000001,0.0
231,political correctness,45.2,50.8,1.2,1.2,1.6,0.0,7.199999999999999,15.2,65.2,7.6,4.3999999999999995,0.4,0.4,3.2,8.4,57.599999999999994,30.0,0.4
232,moral absolutism,17.599999999999998,55.60000000000001,14.000000000000002,10.0,2.0,0.8,3.2,28.000000000000004,56.8,9.6,2.0,0.4,0.0,0.8,0.4,33.2,65.2,0.4
234,peacekeeping efforts in Africa,41.199999999999996,55.2,2.4,0.4,0.4,0.4,9.2,55.60000000000001,29.599999999999998,3.2,2.4,0.0,0.8,4.3999999999999995,6.800000000000001,49.2,38.4,0.4
236,nationalism,21.2,64.8,10.4,2.0,1.6,0.0,1.6,9.6,73.6,12.0,2.8000000000000003,0.4,0.0,0.8,2.4,46.400000000000006,49.6,0.8
237,Myanmar's politics,15.2,36.4,16.8,15.2,6.4,10.0,0.0,0.8,18.8,70.8,8.4,1.2,0.0,0.4,2.0,30.4,66.4,0.8
24,the ethics of using bioweapons,0.4,17.2,23.200000000000003,32.4,14.799999999999999,12.0,0.0,0.4,10.0,43.6,46.0,0.0,0.0,0.0,0.0,5.6000000000000005,94.0,0.4
240,nonviolent civil rights protests,48.0,50.0,1.2,0.0,0.4,0.4,31.6,64.4,2.4,0.8,0.4,0.4,2.4,14.799999999999999,12.8,52.0,14.000000000000002,4.0
242,Islam,59.199999999999996,35.6,2.0,0.8,0.8,1.6,21.6,50.4,24.4,1.6,0.4,1.6,2.0,6.4,6.800000000000001,2.4,1.6,80.80000000000001
243,government intelligence,23.200000000000003,68.0,5.6000000000000005,1.2,1.2,0.8,0.8,15.6,67.2,13.600000000000001,2.4,0.4,0.0,1.2,3.2,46.0,49.6,0.0
244,human rights,45.2,52.0,0.4,0.8,0.8,0.8,30.4,63.6,3.5999999999999996,1.2,1.2,0.0,3.2,20.4,11.200000000000001,41.199999999999996,11.600000000000001,12.4
246,the ethics of stealing,0.0,35.199999999999996,45.2,14.399999999999999,2.4,2.8000000000000003,0.0,1.6,51.6,36.8,9.6,0.4,0.0,0.8032128514056224,2.4096385542168677,28.915662650602407,67.8714859437751,0.0
248,international law,40.0,57.199999999999996,0.8,0.8,1.2,0.0,6.800000000000001,67.60000000000001,19.6,4.0,2.0,0.0,0.4,3.2,7.6,48.0,40.0,0.8
249,the impacts of colonization,6.800000000000001,57.199999999999996,19.6,11.600000000000001,2.8000000000000003,2.0,0.0,0.0,8.0,69.19999999999999,22.400000000000002,0.4,0.0,0.0,0.4,21.2,78.0,0.4
25,the impact of Brexit,33.6,60.4,2.0,2.8000000000000003,1.2,0.0,0.0,1.6,49.6,44.0,4.0,0.8,0.0,1.2,0.8,26.0,72.0,0.0
250,law enforcement,36.0,56.00000000000001,4.8,1.6,1.2,0.4,6.4,31.6,55.60000000000001,4.3999999999999995,2.0,0.0,0.0,2.8000000000000003,11.200000000000001,48.4,35.199999999999996,2.4
251,creationism,14.000000000000002,46.0,15.2,18.4,3.5999999999999996,2.8000000000000003,4.0,11.200000000000001,66.0,14.000000000000002,3.5999999999999996,1.2,0.0,0.8,0.4,48.0,50.8,0.0
253,the French Revolution,29.2,67.60000000000001,1.2,1.2,0.8,0.0,1.6,35.6,54.800000000000004,5.6000000000000005,1.2,1.2,0.4,2.0,1.2,44.800000000000004,51.2,0.4
255,religious supremacism,3.2,14.000000000000002,2.4,30.8,14.799999999999999,34.8,0.8,0.8,3.5999999999999996,46.400000000000006,46.400000000000006,2.0,0.0,0.0,0.4,10.0,89.60000000000001,0.0
256,the police,31.6,56.8,8.4,1.6,1.2,0.4,10.8,22.0,55.2,9.6,1.6,0.8,0.4,2.0,13.200000000000001,49.6,33.6,1.2
261,Scottish independence,37.6,48.4,11.600000000000001,2.0,0.4,0.0,6.0,21.2,68.4,3.2,0.4,0.8,0.0,1.2,1.6,54.400000000000006,42.8,0.0
262,government corruption,2.4,36.4,20.0,19.6,4.8,16.8,0.0,0.0,1.6,25.6,72.8,0.0,0.0,0.0,0.0,5.6000000000000005,94.0,0.4
263,political corruption,3.2,37.2,19.6,20.0,6.0,14.000000000000002,0.0,0.4,2.0,24.8,72.8,0.0,0.0,0.0,0.0,2.0,97.2,0.8
264,the Catholic Church,42.4,46.800000000000004,6.800000000000001,2.4,1.2,0.4,8.4,44.4,40.8,4.0,2.0,0.4,0.0,0.4,30.0,40.0,21.6,8.0
265,the impact of religion on society,47.199999999999996,48.0,2.0,1.2,1.2,0.4,0.8,6.0,88.0,2.4,2.4,0.4,0.0,0.4,2.8000000000000003,52.0,44.800000000000004,0.0
266,the American Civil War,5.6000000000000005,72.8,12.4,4.0,2.0,3.2,0.0,14.000000000000002,57.199999999999996,26.400000000000002,2.0,0.4,0.0,0.8,1.2,40.8,57.199999999999996,0.0
267,the current state of the US Congress,24.0,47.599999999999994,16.400000000000002,8.0,3.5999999999999996,0.4,0.0,1.2,36.4,53.2,8.799999999999999,0.4,0.0,0.8,5.6000000000000005,40.400000000000006,53.2,0.0
268,nuclear weapons,3.2,49.6,21.6,11.600000000000001,2.8000000000000003,11.200000000000001,0.0,0.8,24.0,61.199999999999996,13.200000000000001,0.8,0.0,0.0,0.4016064257028112,13.654618473895583,85.54216867469879,0.4016064257028112
270,China-ASEAN cooperation,56.39999999999999,38.800000000000004,2.4,1.6,0.8,0.0,26.8,46.800000000000004,22.0,2.0,2.0,0.4,0.8,4.0,7.199999999999999,36.8,50.0,1.2
271,the US Supreme Court,24.0,61.6,8.799999999999999,4.0,1.6,0.0,0.4,37.6,50.0,8.0,4.0,0.0,0.0,0.0,4.0,61.6,34.0,0.4
272,Polish politics,34.8,52.400000000000006,9.2,2.4,0.8,0.4,0.0,7.6,72.0,18.0,1.2,1.2,0.0,0.0,18.4,56.8,24.4,0.4
273,the Yugoslav Wars,2.8000000000000003,38.800000000000004,9.2,17.599999999999998,2.8000000000000003,28.799999999999997,0.0,0.0,9.2,65.60000000000001,23.200000000000003,2.0,0.0,0.0,0.8,13.600000000000001,84.8,0.8
274,the American Revolution,37.2,60.0,1.6,0.8,0.4,0.0,4.3999999999999995,74.4,18.4,1.6,0.8,0.4,0.0,2.8000000000000003,2.0,50.0,44.0,1.2
275,Panama's politics,33.2,49.6,12.4,3.5999999999999996,1.2,0.0,0.0,5.2,66.4,23.200000000000003,4.3999999999999995,0.8,0.0,0.4,8.4,51.2,39.6,0.4
276,Latin American politics,31.32530120481928,56.62650602409639,8.032128514056225,2.8112449799196786,0.8032128514056224,0.4016064257028112,0.0,6.800000000000001,72.8,17.599999999999998,2.4,0.4,0.0,1.2,21.6,56.00000000000001,20.4,0.8
277,affirmative action programs,30.8,64.8,1.6,0.8,1.2,0.8,6.800000000000001,44.0,45.6,0.4,2.4,0.8,0.8,2.4,8.799999999999999,53.6,32.0,2.4
278,capitalism,20.0,72.0,5.2,1.6,1.2,0.0,0.8,6.800000000000001,71.6,16.8,3.5999999999999996,0.4,0.0,1.2,4.3999999999999995,52.0,42.4,0.0
279,New Zealand's politics,41.199999999999996,54.0,3.5999999999999996,0.8,0.4,0.0,0.4,40.0,50.8,6.800000000000001,1.6,0.4,0.4,3.5999999999999996,20.4,53.6,21.2,0.8
280,prisons,10.4,63.6,19.6,3.5999999999999996,1.6,1.2,0.0,3.5999999999999996,46.400000000000006,46.0,3.2,0.8,0.0,0.0,2.4,44.4,53.2,0.0
281,the structure of the US Federal Government,42.8,51.2,3.2,2.0,0.4,0.4,0.4,63.6,29.599999999999998,4.8,1.2,0.4,0.8,2.4,9.2,46.800000000000004,40.8,0.0
283,the use of racial slurs,0.0,3.5999999999999996,3.2,12.8,18.8,61.6,0.0,0.4,1.6,11.600000000000001,80.0,6.4,0.0,0.0,0.0,1.6,98.0,0.4
284,the Cold War,8.4,81.6,7.199999999999999,2.0,0.8,0.0,0.0,4.3999999999999995,58.8,34.0,2.4,0.4,0.0,0.0,1.2,26.0,72.0,0.8
285,poverty and crime,7.6,82.8,6.800000000000001,2.0,0.8,0.0,1.2,85.2,13.600000000000001,0.0,0.0,0.0,0.4,2.8000000000000003,0.0,63.6,33.2,0.0
287,the US Declaration of Independence,38.0,55.2,4.8,0.8,0.4,0.8,6.800000000000001,72.39999999999999,16.8,2.4,1.2,0.4,0.0,2.4,12.0,66.0,18.8,0.8
288,the US Judicial System,22.400000000000002,66.0,4.3999999999999995,4.3999999999999995,2.4,0.4,0.8,39.6,39.6,14.000000000000002,5.6000000000000005,0.4,0.0,0.0,1.2,34.4,64.4,0.0
290,the US Constitution,40.400000000000006,55.2,2.8000000000000003,0.4,0.8,0.4,10.0,66.4,20.8,2.0,0.8,0.0,0.4,4.0,14.399999999999999,48.4,30.0,2.8000000000000003
291,fascism,2.4,6.4,2.8000000000000003,10.0,11.600000000000001,66.8,0.0,0.4,6.4,40.400000000000006,50.4,2.4,0.0,0.0,0.0,2.8000000000000003,96.8,0.4
292,liberal ideology,38.800000000000004,55.60000000000001,4.3999999999999995,0.4,0.4,0.4,12.4,43.6,36.4,4.3999999999999995,2.0,1.2,0.0,2.8000000000000003,27.6,44.800000000000004,16.400000000000002,8.4
293,Canada's participation in the World Wars,31.2,64.4,2.8000000000000003,0.8,0.4,0.4,6.4,68.4,21.6,2.4,0.8,0.4,1.2,4.3999999999999995,4.3999999999999995,41.6,48.0,0.4
294,indigenous governance,65.2,33.6,0.8,0.0,0.4,0.0,16.400000000000002,76.8,4.3999999999999995,1.2,0.4,0.8,2.4,14.000000000000002,10.0,29.599999999999998,11.200000000000001,32.800000000000004
297,South Korea's politics,34.8,55.2,8.0,1.6,0.4,0.0,0.0,17.2,70.0,10.0,1.2,1.6,0.0,2.0,20.0,55.2,22.400000000000002,0.4
298,the ethics of military drone technology,3.5999999999999996,55.60000000000001,33.6,4.8,2.4,0.0,0.0,1.2,54.400000000000006,40.0,4.0,0.4,0.4,1.6,3.2,44.800000000000004,50.0,0.0
303,the abolition of the British monarchy,44.0,50.0,4.3999999999999995,0.8,0.8,0.0,13.200000000000001,34.8,46.800000000000004,3.2,1.6,0.4,0.0,2.4,1.6,30.0,66.0,0.0
305,World War II,4.0,40.0,24.8,12.8,1.2,17.2,0.0,8.0,28.4,58.4,4.8,0.4,0.0,0.0,0.4,36.8,62.4,0.4
307,the acceptability of racist jokes,0.0,2.0,4.0,46.400000000000006,28.4,19.2,0.0,0.4,6.4,60.4,31.6,1.2,0.0,0.0,0.0,7.6,90.8,1.6
308,democracy,39.6,56.39999999999999,2.0,1.2,0.8,0.0,10.4,71.2,14.000000000000002,3.5999999999999996,0.8,0.0,0.8,4.3999999999999995,18.0,48.8,25.2,2.8000000000000003
309,the Japanese economic system after World War 2,31.2,62.0,4.3999999999999995,1.6,0.8,0.0,1.6,72.39999999999999,21.6,3.5999999999999996,0.4,0.4,0.4,6.800000000000001,8.799999999999999,38.800000000000004,45.2,0.0
310,the Chinese Communist Revolution,24.0,62.8,7.6,3.2,0.8,1.6,2.8000000000000003,22.8,66.8,5.2,2.0,0.4,0.4,1.2,0.8,39.2,57.99999999999999,0.4
311,the Korean War,8.0,66.4,14.799999999999999,4.8,1.2,4.8,0.0,5.6000000000000005,42.4,49.2,2.4,0.4,0.0,0.4,0.8,26.0,72.0,0.8
312,internet restrictions in China,12.4,64.0,16.0,4.8,1.6,1.2,0.0,0.4,30.0,57.199999999999996,11.600000000000001,0.8,0.0,0.4,1.2,22.400000000000002,76.0,0.0
315,the Roman Republic,27.6,59.199999999999996,8.4,2.8000000000000003,1.2,0.8,0.4,33.6,58.4,6.4,1.2,0.0,0.0,1.2,2.8000000000000003,37.2,58.4,0.4
316,Iran's politics,19.6,48.8,20.8,6.4,2.0,2.4,0.0,2.0,69.6,24.4,3.2,0.8,0.0,0.0,12.4,51.6,34.8,1.2
317,Joe Biden,54.0,28.4,15.2,0.4,1.2,0.8,10.8,38.4,45.2,1.6,3.5999999999999996,0.4,0.8,1.2,30.0,20.8,20.8,26.400000000000002
318,the US political party system,18.4,68.8,7.6,4.0,0.8,0.4,0.0,2.0,78.8,15.6,2.8000000000000003,0.8,0.0,1.2048192771084338,4.417670682730924,38.152610441767074,56.22489959839358,0.0
320,the societal impact of racism,0.8,8.0,2.4,27.200000000000003,22.8,38.800000000000004,0.0,0.0,1.6,21.6,75.6,1.2,0.0,0.0,0.0,3.2,96.8,0.0
321,white supremacy,0.0,0.8,0.8,1.2,11.200000000000001,86.0,0.0,0.0,1.2,11.600000000000001,80.0,7.199999999999999,0.0,0.0,0.0,1.2,98.8,0.0
322,racial discrimination,0.4,2.4,0.8,9.6,14.000000000000002,72.8,0.0,0.0,0.8,9.6,88.4,1.2,0.0,0.0,0.0,1.2,98.4,0.4
324,Donald Trump,22.8,29.2,35.6,6.800000000000001,2.4,3.2,0.4,12.0,69.6,12.8,4.8,0.4,0.0,0.4,14.399999999999999,40.8,40.8,3.5999999999999996
325,election regulations,40.400000000000006,56.00000000000001,1.2,1.2,0.8,0.4,9.2,53.2,27.200000000000003,6.4,3.5999999999999996,0.4,1.2,2.4,6.0,49.2,40.0,1.2
328,Singapore's politics,37.6,50.8,9.6,1.2,0.8,0.0,0.8,15.6,71.6,10.0,1.6,0.4,0.0,2.0,22.400000000000002,51.6,23.599999999999998,0.4
329,the current political climate in the USA,15.2,55.60000000000001,15.2,10.8,2.8000000000000003,0.4,0.0,0.4,55.2,40.8,3.2,0.4,0.0,1.6,5.2,58.8,34.4,0.0
330,US Democrats and Republicans,12.8,55.2,26.8,0.0,0.8,4.3999999999999995,0.0,2.8000000000000003,96.39999999999999,0.0,0.8,0.0,0.0,2.0,36.8,33.6,14.000000000000002,13.600000000000001
331,the Russian Federation's legal regulations,26.0,45.2,20.4,4.3999999999999995,3.2,0.8,0.4,14.000000000000002,60.4,21.2,3.2,0.8,0.0,0.4,6.0,40.8,51.2,1.6
332,the ethics of money laundering,0.8,26.8,25.6,29.2,9.2,8.4,0.0,0.4,6.0,28.799999999999997,64.4,0.4,0.0,0.0,0.0,4.3999999999999995,95.19999999999999,0.4
333,labor unions,44.0,52.800000000000004,1.6,0.4,0.4,0.8,16.0,59.199999999999996,20.8,2.0,0.8,1.2,0.4,4.8,7.199999999999999,47.599999999999994,39.2,0.8
334,the impact of the Industrial Revolution on workers,22.0,71.6,1.2,3.2,2.0,0.0,0.0,1.6,43.6,44.4,9.6,0.8,0.0,0.4,0.4,13.600000000000001,85.6,0.0
335,Taiwan-China relations,31.2,50.4,13.600000000000001,3.5999999999999996,1.2,0.0,0.0,3.5999999999999996,75.2,18.0,3.2,0.0,0.0,0.4,10.8,66.4,21.2,1.2
336,the Soviet Union,21.6,49.2,21.2,4.8,2.4,0.8,0.0,11.200000000000001,68.0,15.6,4.8,0.4,0.0,0.4,4.3999999999999995,36.8,58.4,0.0
337,corporate social responsibility,52.400000000000006,43.6,1.6,0.8,1.6,0.0,23.200000000000003,57.199999999999996,9.2,5.2,4.0,1.2,0.4,2.8000000000000003,3.2,48.4,44.4,0.8
338,Russian politics,17.2,38.800000000000004,26.0,9.2,2.0,6.800000000000001,0.0,2.8000000000000003,47.599999999999994,44.800000000000004,4.8,0.0,0.0,0.0,5.2,44.800000000000004,48.8,1.2
339,the 2022 Russian invasion of Ukraine,1.2,15.6,12.4,30.4,22.400000000000002,18.0,0.0,0.0,10.0,48.4,39.6,2.0,0.0,0.0,0.4,4.8,94.39999999999999,0.4
340,China's Belt and Road Initiative,34.4,55.2,5.2,2.4,0.8,2.0,2.8000000000000003,10.4,75.2,8.0,2.8000000000000003,0.8,0.0,0.8,4.8,46.800000000000004,47.199999999999996,0.4
341,Pakistan's politics,24.0,53.6,14.799999999999999,5.2,1.6,0.8,0.0,2.8000000000000003,71.6,21.2,3.5999999999999996,0.8,0.0,0.4,9.2,62.4,27.6,0.4
342,free speech,36.0,62.0,0.0,0.8,0.8,0.4,8.799999999999999,56.8,32.0,0.8,0.4,1.2,0.4,7.199999999999999,8.4,60.4,22.0,1.6
343,mainstream media,28.000000000000004,62.8,4.8,1.6,2.4,0.4,0.0,7.6,64.4,21.6,6.0,0.4,0.0,1.2,18.8,46.0,34.0,0.0
344,fake news,5.2,55.2,18.4,14.399999999999999,2.4,4.3999999999999995,0.4,0.0,6.0,33.2,60.0,0.4,0.0,0.0,0.4,6.4,92.80000000000001,0.4
345,mandatory diversity and inclusion training at work,50.8,45.2,2.0,0.8,1.2,0.0,16.0,52.800000000000004,22.400000000000002,5.2,3.2,0.4,1.2,2.8000000000000003,5.2,54.400000000000006,35.6,0.8
346,monopolies,7.199999999999999,70.39999999999999,12.0,6.800000000000001,2.8000000000000003,0.8,0.0,1.2,49.6,32.4,16.400000000000002,0.4,0.0,0.4,2.4,25.2,72.0,0.0
351,Saudi Arabia's politics,33.2,42.8,20.0,2.0,1.6,0.4,0.0,8.4,77.2,11.200000000000001,2.8000000000000003,0.4,0.0,0.0,11.200000000000001,50.4,37.6,0.8
352,China's socio-political impact ,40.400000000000006,52.800000000000004,4.0,1.6,1.2,0.0,0.0,3.2,72.8,20.0,3.2,0.8,0.0,0.4,2.8000000000000003,56.39999999999999,40.0,0.4
353,China's political system,16.8,52.0,24.0,4.0,0.8,2.4,0.0,12.0,75.2,9.6,2.8000000000000003,0.4,0.0,0.4,18.0,44.0,35.6,2.0
354,China's global relations,38.800000000000004,45.2,11.600000000000001,2.4,1.6,0.4,0.0,10.8,81.2,5.2,2.0,0.8,0.0,1.2,15.6,57.199999999999996,25.6,0.4
355,the current amount of US federal debt,15.2,74.0,10.0,0.8,0.0,0.0,4.3999999999999995,46.800000000000004,47.199999999999996,1.6,0.0,0.0,0.8,2.4,2.8000000000000003,44.4,49.6,0.0
356,public education,50.4,46.800000000000004,0.8,1.2,0.8,0.0,10.8,66.8,14.799999999999999,5.2,2.4,0.0,0.0,5.6000000000000005,10.4,47.199999999999996,35.199999999999996,1.6
357,the current state of education for disabled students,26.400000000000002,49.2,11.200000000000001,7.6,4.8,0.8,0.0,2.4,54.0,37.2,6.0,0.4,0.0,0.4,1.2,25.6,72.8,0.0
358,single-payer healthcare,40.0,50.4,6.0,2.4,0.8,0.4,11.200000000000001,28.4,55.2,3.5999999999999996,1.6,0.0,0.0,1.6064257028112447,2.8112449799196786,59.036144578313255,36.54618473895582,0.0
359,the impact of economic theory on society,39.6,56.39999999999999,2.0,1.2,0.8,0.0,0.8,9.2,74.4,12.8,1.6,1.2,0.0,1.2048192771084338,1.6064257028112447,40.16064257028113,57.028112449799195,0.0
